Latitude,Longitude,Altitude,City Population,PM2.5_Label,Air Quality Station Area_Rural,Air Quality Station Area_Suburban,Air Quality Station Area_Urban,Air Quality Station Type_Background,Air Quality Station Type_Industrial,Air Quality Station Type_Traffic,Country_Freq,City_Frequency
49.6015,17.2381,224.0,100663.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
50.1439,14.1018,303.0,69337.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
50.0073,14.4459,301.0,1324277.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.009242144177449169
49.149,16.6962,241.0,381346.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0073937153419593345
49.7686,13.4234,348.0,174842.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0073937153419593345
50.6835,14.0412,367.0,92716.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0036968576709796672
49.2329,17.6672,258.0,74935.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
55.6743,12.5711,5.0,559440.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.000970873786407767,0.0018484288354898336
60.53,27.6754,4.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.015533980582524271,0.0
59.7792,21.374,7.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.015533980582524271,0.0
63.0935,21.6127,16.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015533980582524271,0.0
60.2513,24.0628,52.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015533980582524271,0.0
61.0575,28.2459,91.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.015533980582524271,0.0
60.2202,24.8113,9.0,1154967.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.015533980582524271,0.011090573012939002
65.01,25.4713,5.0,205489.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.015533980582524271,0.0018484288354898336
60.1874,24.9506,18.0,1154967.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015533980582524271,0.011090573012939002
62.8936,27.6695,112.0,119282.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015533980582524271,0.0018484288354898336
61.4991,23.8022,109.0,238140.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.015533980582524271,0.0036968576709796672
60.9913,25.6658,85.0,119823.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.015533980582524271,0.0018484288354898336
60.1696,24.9392,7.0,1154967.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.015533980582524271,0.011090573012939002
60.2899,25.0395,18.0,1154967.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.015533980582524271,0.011090573012939002
61.5085,23.6758,100.0,238140.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.015533980582524271,0.0036968576709796672
60.3144,24.6849,55.0,1154967.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.015533980582524271,0.011090573012939002
60.2239,25.1024,14.0,1154967.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.015533980582524271,0.011090573012939002
47.2474,6.0154,321.0,115934.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
48.6882,6.1904,200.0,203610.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0036968576709796672
48.6971,6.1542,277.0,203610.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0036968576709796672
47.7374,7.3091,267.0,180040.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
47.3155,5.0402,240.0,198870.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0036968576709796672
49.1194,6.1808,192.0,166252.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.0018484288354898336
49.8428,3.2814,78.0,53816.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0018484288354898336
49.8772,2.2825,68.0,137609.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.0036968576709796672
50.6281,3.0903,25.0,906981.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1436893203883495,0.005545286506469501
50.7065,3.1807,31.0,906981.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1436893203883495,0.005545286506469501
